user_id,campaign,medium,source,fecha
,BANCOLOMBIA_AT_EST_GDG_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-12-23
,personas-adquirencia,wtrack,email,2025-12-23
,(direct),(none),(direct),2025-12-23
,(organic),organic,google,2025-12-23
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-24
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-24
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-24
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-24
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-24
,(direct),(none),(direct),2025-12-24
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-24
,(direct),(none),(direct),2025-12-24
,(direct),(none),(direct),2025-12-24
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-24
,(direct),(none),(direct),2025-12-24
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-24
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-24
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-24
,BANCOLOMBIA_AT_EST_GDG_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-12-24
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-25
,(organic),organic,google,2025-12-25
,(direct),(none),(direct),2025-12-25
,(direct),(none),(direct),2025-12-25
,BANCOLOMBIA_PSN_EST_FB_CONS_CPC_TRAFICO_BOLSILLOS-DAVE_MDO00885_024_NEGOCIO,cpc,facebook,2025-12-25
,(direct),(none),(direct),2025-12-25
20719140859000,(direct),(none),(direct),2025-12-25
,BANCOLOMBIA_AT_EST_FB_CONS_CPS_TRAFICO_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-25
,BANCOLOMBIA_AT_EST_FB_CONS_CPS_TRAFICO_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-25
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-25
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-25
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-25
,120238007264490092,paid,fb,2025-12-25
,120238007264490092,paid,fb,2025-12-25
,120238007264490092,paid,fb,2025-12-25
,120238007264490092,paid,fb,2025-12-25
,120238007264490092,paid,fb,2025-12-25
,(direct),(none),(direct),2025-12-25
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-25
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_LLAVES-COMERCIOS-QR_OIE6500001_001_MEDIA-TEAM_SOSTENIMIENTO,cpc,facebook,2025-12-25
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_LLAVES-COMERCIOS-QR_OIE6500001_001_MEDIA-TEAM_SOSTENIMIENTO,cpc,facebook,2025-12-25
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-25
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-25
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-25
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-25
,BANCOLOMBIA_AT_EST_FB_CONS_CPV_RVIDEO_ADQUIRENCIA_EST_ACEPTACIÓNCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-25
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-25
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-25
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-25
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-25
,BANCOLOMBIA_MCA_EST_FB_CONS_CPC_TRAFICO_NAVIDAD-2025_MECANICAUSO_NAVIDADMARCA_001_NEGOCIO,cpc,facebook,2025-12-25
,BANCOLOMBIA_AT_EST_FB_CONS_CPV_RVIDEO_ADQUIRENCIA_EST_ACEPTACIÓNCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-25
,BANCOLOMBIA_AT_EST_FB_CONS_CPV_RVIDEO_ADQUIRENCIA_EST_ACEPTACIÓNCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-25
,(direct),(none),(direct),2025-12-25
,(direct),(none),(direct),2025-12-25
,(direct),(none),(direct),2025-12-25
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-25
,(direct),(none),(direct),2025-12-26
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-26
,BANCOLOMBIA_PSN_EST_FB_CONS_CPC_TRAFICO_BOLSILLOS-DAVE_MDO00885_024_NEGOCIO,cpc,facebook,2025-12-26
,BANCOLOMBIA_VD_AON_FB_PEF_CPA_CONVERSION_VD_TDC-SOLICITUDES_MDO00885_023,cpc,facebook,2025-12-26
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-26
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-26
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-26
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-26
,BANCOLOMBIA_VD_AON_FB_PEF_CPA_CONVERSION_VD_TDC-SOLICITUDES_MDO00885_023,cpc,facebook,2025-12-26
121121092829000,(referral),referral,pse.todo1.com,2025-12-26
,BANCOLOMBIA_AT_EST_SEM-CT_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-12-26
201121070612000,(direct),(none),(direct),2025-12-26
,BANCOLOMBIA_AT_EST_SEM-PDB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-12-26
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-26
,(direct),(none),(direct),2025-12-26
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_LLAVES-COMERCIOS-QR_OIE6500001_001_MEDIA-TEAM_SOSTENIMIENTO,cpc,facebook,2025-12-26
,(direct),(none),(direct),2025-12-26
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_LLAVES-COMERCIOS-QR_OIE6500001_001_MEDIA-TEAM_SOSTENIMIENTO,cpc,facebook,2025-12-26
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-26
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-26
,(referral),referral,m.facebook.com,2025-12-27
,(direct),(none),(direct),2025-12-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-27
,BANCOLOMBIA_AT_EST_GDG_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-12-27
,BANCOLOMBIA_AT_EST_GDG_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-12-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-27
,BANCOLOMBIA_AT_EST_GDG_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-12-27
,BANCOLOMBIA_AT_EST_FB_CONS_CPV_RVIDEO_ADQUIRENCIA_EST_ACEPTACIÓNCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-27
,BANCOLOMBIA_AT_EST_GDG_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-12-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-27
,(organic),organic,google,2025-12-27
,(referral),referral,m.facebook.com,2025-12-27
,(direct),(none),(direct),2025-12-27
,BANCOLOMBIA_AT_EST_GDG_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-12-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-27
,(direct),(none),(direct),2025-12-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-28
,BANCOLOMBIA_AT_EST_SEM-PDB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-12-28
220202120037001,Htaccess-9-personas,Redirect,Organic,2025-12-28
,BANCOLOMBIA_AT_EST_GDG_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-12-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-28
,BANCOLOMBIA_AT_EST_GDG_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-12-28
,(direct),(none),(direct),2025-12-28
220202120037001,Htaccess-9-personas,Redirect,Organic,2025-12-28
,(direct),(none),(direct),2025-12-28
,BANCOLOMBIA_AT_EST_GDG_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-12-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-28
,(direct),(none),(direct),2025-12-28
220202120037001,Htaccess-9-personas,Redirect,Organic,2025-12-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-28
,(direct),(none),(direct),2025-12-28
,BANCOLOMBIA_AT_EST_SEM-CT_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-12-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-28
,(organic),organic,google,2025-12-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-28
,BANCOLOMBIA_AT_EST_GDG_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-12-28
,(direct),(none),(direct),2025-12-28
,BANCOLOMBIA_MCA_AON_FB_CONS_CPC_TRAFICO_NAVIDAD-2025-DAVE_MDO00885_001_MEDIA-TEAM_TARJETAS,cpc,facebook,2025-12-28
,(organic),organic,google,2025-12-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-28
,BANCOLOMBIA_AT_EST_GDG_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-12-28
,(direct),(none),(direct),2025-12-28
,(organic),organic,google,2025-12-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-28
,BANCOLOMBIA_MCA_AON_FB_CONS_CPC_TRAFICO_NAVIDAD-2025-DAVE_MDO00885_001_MEDIA-TEAM_TARJETAS,cpc,facebook,2025-12-28
,(direct),(none),(direct),2025-12-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-28
,BANCOLOMBIA_AT_EST_SEM-CT_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-12-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-29
110802100404009,(organic),organic,google,2025-12-29
,(organic),organic,google,2025-12-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-29
,(direct),(none),(direct),2025-12-29
,BANCOLOMBIA_AT_EST_SEM-CT_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-12-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-29
,(referral),referral,americanexpress.com,2025-12-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-29
,EMAIL_PYMES_INDEPENDIENTES_ESTRATEGIA-5X-GENERALES_NOVIEMBRE,link,email,2025-12-29
,(direct),(none),(direct),2025-12-29
110802100404009,(organic),organic,google,2025-12-29
,botoncuentas,banner,app,2025-12-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-29
,BANCOLOMBIA_AT_EST_SEM-CT_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-12-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-29
,(direct),(none),(direct),2025-12-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-29
,(direct),(none),(direct),2025-12-29
,(direct),(none),(direct),2025-12-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_LLAVES-COMERCIOS-QR_OIE6500001_001_MEDIA-TEAM_SOSTENIMIENTO,cpc,facebook,2025-12-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-29
110802100404009,(organic),organic,google,2025-12-29
,(direct),(none),(direct),2025-12-29
,botoncuentas,banner,app,2025-12-29
,(direct),(none),(direct),2025-12-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-30
,(direct),(none),(direct),2025-12-30
,(direct),(none),(direct),2025-12-30
,(direct),(none),(direct),2025-12-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-30
,,linkutm_campaign=always-on-personas-ayuda-ayuda-contactanos-hablemos,app-bancolombia,2025-12-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-30
,(direct),(none),(direct),2025-12-30
,(direct),(none),(direct),2025-12-30
,(direct),(none),(direct),2025-12-30
,(direct),(none),(direct),2025-12-30
,(direct),(none),(direct),2025-12-30
,(direct),(none),(direct),2025-12-30
,(direct),(none),(direct),2025-12-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-30
,BANCOLOMBIA_PSN_EST_FB_CONS_CPC_TRAFICO_BOLSILLOS-DAVE_MDO00885_024_NEGOCIO,cpc,facebook,2025-12-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-30
140606083427000,(direct),(none),(direct),2025-12-31
,BANCOLOMBIA_VD_AON_FB_AWN_CPM_ALCANCE_LI-PREAPROBADOS_MDO00856_013_VENTAS-DIGITALES,cpc,facebook,2025-12-31
,(referral),referral,m.facebook.com,2025-12-31
,(cross-network),Data Not Available,Data Not Available,2025-12-31
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-31
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-31
,(direct),(none),(direct),2025-12-31
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-31
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-31
