user_id,campaign,medium,source,fecha
,(direct),(none),(direct),2026-01-28
61022102828092,(organic),organic,google,2026-01-28
140910160226000,BANCOLOMBIA_PSN_EST_SEM_CONS_CPC_TRAFICO_MIGRACION_OIC5400002_SVP_023_NEGOCIO,cpc,google,2026-01-28
,(direct),(none),(direct),2026-01-29
,(direct),(none),(direct),2026-01-29
,(direct),(none),(direct),2026-01-29
,(direct),(none),(direct),2026-01-29
,(direct),(none),(direct),2026-01-29
,,App,MiB,2026-01-29
,(direct),(none),(direct),2026-01-29
,(direct),(none),(direct),2026-01-29
,(direct),(none),(direct),2026-01-29
,(organic),organic,google,2026-01-29
,(direct),(none),(direct),2026-01-29
,(direct),(none),(direct),2026-01-29
170527110251000,(direct),(none),(direct),2026-01-29
,(direct),(none),(direct),2026-01-29
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-29
,EMAIL_MECANICA_MAIL1_INDEPENDIENTES_MECANICA_MAIL1_OCTUBRE,link,email,2026-01-29
,(direct),(none),(direct),2026-01-29
,EMAIL_MECANICA_MAIL1_INDEPENDIENTES_MECANICA_MAIL1_OCTUBRE,link,email,2026-01-29
951027151623000,(direct),(none),(direct),2026-01-29
,EMAIL_MECANICA_MAIL1_INDEPENDIENTES_MECANICA_MAIL1_OCTUBRE,link,email,2026-01-29
60323103748000,BANCOLOMBIA_USO_AON_SEM-PDB_PEF_CPA_CONVERSION_QR-COMERCIOS-DAVE_MDO00885_001_NEGOCIO,cpc,google,2026-01-29
,(direct),(none),(direct),2026-01-29
,(organic),organic,google,2026-01-29
110808161136008,always-on_tramitesysolicitudes,icono,app,2026-01-29
,(direct),(none),(direct),2026-01-29
61022102853653,(direct),(none),(direct),2026-01-29
,(direct),(none),(direct),2026-01-29
,EMAIL_PYMES_INDEPENDIENTES_REMARKETING_ENERO,link,email,2026-01-29
,(direct),(none),(direct),2026-01-29
,,App,MiB,2026-01-29
,(direct),(none),(direct),2026-01-29
951027151623000,(direct),(none),(direct),2026-01-29
,(direct),(none),(direct),2026-01-29
,(organic),organic,google,2026-01-29
,(direct),(none),(direct),2026-01-29
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-29
,(direct),(none),(direct),2026-01-29
,(direct),(none),(direct),2026-01-29
,EMAIL_MECANICA_MAIL1_INDEPENDIENTES_MECANICA_MAIL1_OCTUBRE,link,email,2026-01-29
170711153433002,(organic),organic,google,2026-01-29
,(direct),(none),(direct),2026-01-29
,(direct),(none),(direct),2026-01-29
190214194143000,BANCOLOMBIA_PSN_EST_GPMAX_PEF_CPA_CONVERSION_DOMICILIACION_OIE6500002_024_NEGOCIO,cpc,google,2026-01-29
170527110251000,(direct),(none),(direct),2026-01-29
,EMAIL_MECANICA_MAIL1_INDEPENDIENTES_MECANICA_MAIL1_OCTUBRE,link,email,2026-01-29
,(direct),(none),(direct),2026-01-29
40330141314000,(direct),(none),(direct),2026-01-29
,(direct),(none),(direct),2026-01-29
,(direct),(none),(direct),2026-01-29
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-29
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-29
,(direct),(none),(direct),2026-01-29
,(direct),(none),(direct),2026-01-29
61022102853653,(direct),(none),(direct),2026-01-29
,(direct),(none),(direct),2026-01-29
170711153433002,(organic),organic,google,2026-01-29
,(direct),(none),(direct),2026-01-29
,(direct),(none),(direct),2026-01-29
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-29
,(direct),(none),(direct),2026-01-29
,EMAIL_PYMES_INDEPENDIENTES_GENERALES_ENERO,link,email,2026-01-29
210226164951000,(organic),organic,google,2026-01-29
120816131157000,(direct),(none),(direct),2026-01-29
,(direct),(none),(direct),2026-01-29
200716211519000,(direct),(none),(direct),2026-01-29
,(direct),(none),(direct),2026-01-29
